名称,请求方式,地址,说明,支持自建应用,支持商店应用,文档链接
获取简历评估信息列表,GET,/open-apis/hire/v1/evaluations,获取简历评估信息。,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/evaluation/list
添加笔试结果,POST,/open-apis/hire/v1/exams,根据投递 ID 添加该投递下的笔试结果。,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/exam/create
获取笔试列表,POST,/open-apis/hire/v1/tests/search,批量获取人才在某投递流程中的笔试信息，如作答状态、笔试得分等。（目前仅支持获取 1w 条数据，若数据量较大，可通过控制 test_start_time 查询条件分批次获取全量数据）。,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/test/search
获取面试信息,GET,/open-apis/hire/v1/interviews,根据投递 ID 或面试时间获取面试信息。,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/interview/list
获取人才面试信息,GET,/open-apis/hire/v1/interviews/get_by_talent,获取人才面试信息。,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/interview/get_by_talent
获取面试评价详细信息,GET,/open-apis/hire/v1/interview_records/:interview_record_id,获取面试评价详细信息。,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/interview_record/get
获取面试评价详细信息（新版）,GET,/open-apis/hire/v2/interview_records/:interview_record_id,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/hire-v2/interview_record/get
批量获取面试评价详细信息,GET,/open-apis/hire/v1/interview_records,,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/interview_record/list
批量获取面试评价详细信息（新版）,GET,/open-apis/hire/v2/interview_records,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/hire-v2/interview_record/list
获取面试记录附件,GET,/open-apis/hire/v1/interview_records/attachments,,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/interview_record-attachment/get
获取面试速记明细,GET,/open-apis/hire/v1/minutes,,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/minutes/get
获取面试满意度问卷列表,GET,/open-apis/hire/v1/questionnaires,获取面试满意度问卷列表。,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/questionnaire/list
创建 Offer,POST,/open-apis/hire/v1/offers,创建 Offer 时，需传入本文档中标注为必传的参数，其余参数是否必传参考「获取 Offer 申请表模板信息」的参数定义。,是,否,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/offer/create
更新 Offer 信息,PUT,/open-apis/hire/v1/offers/:offer_id,1. 更新 Offer 时，需传入本文档中标注为必传的参数，其余参数是否必传参考「获取 Offer 申请表模板信息」的参数定义； 2. 对系统中已存在的 offer 进行更新的，若更新 offer 中含有「修改需审批」的字段，更新后原 Offer 的审批会自动撤回，需要重新发起审批。,是,否,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/offer/update
获取 Offer 信息,GET,/open-apis/hire/v1/applications/:application_id/offer,根据投递 ID 获取 Offer 信息。,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/application/offer
获取 Offer 详情,GET,/open-apis/hire/v1/offers/:offer_id,根据 Offer ID 获取 Offer 详细信息。,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/offer/get
获取 Offer 列表,GET,/open-apis/hire/v1/offers,根据人才 ID 获取 Offer 列表。,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/offer/list
更新 Offer 状态,PATCH,/open-apis/hire/v1/offers/:offer_id/offer_status,,是,否,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/offer/offer_status
更新实习 Offer 入/离职状态,POST,/open-apis/hire/v1/offers/:offer_id/intern_offer_status,对「实习待入职」状态的实习 Offer 确认入职、放弃入职，或对「实习已入职」状态的实习 Offer 操作离职。,是,否,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/offer/intern_offer_status
获取背调信息列表,GET,/open-apis/hire/v1/background_check_orders,根据投递 ID 或背调更新时间获取背调信息。,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/background_check_order/list
查询背调信息列表,POST,/open-apis/hire/v1/background_check_orders/batch_query,,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/background_check_order/batch_query
创建三方协议,POST,/open-apis/hire/v1/tripartite_agreements,,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/tripartite_agreement/create
获取三方协议,GET,/open-apis/hire/v1/tripartite_agreements,,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/tripartite_agreement/list
更新三方协议,PUT,/open-apis/hire/v1/tripartite_agreements/:tripartite_agreement_id,,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/tripartite_agreement/update
删除三方协议,DELETE,/open-apis/hire/v1/tripartite_agreements/:tripartite_agreement_id,,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/tripartite_agreement/delete
更新 e-HR 导入任务结果,PATCH,/open-apis/hire/v1/ehr_import_tasks/:ehr_import_task_id,在处理完导入 e-HR 事件后，可调用该接口，更新  e-HR 导入任务结果。,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/ehr_import_task/patch
操作候选人入职,POST,/open-apis/hire/v1/applications/:application_id/transfer_onboard,根据投递 ID 操作候选人入职并创建员工。投递须处于「待入职」阶段，可通过「转移阶段」接口变更投递状态。,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/application/transfer_onboard
取消候选人入职,POST,/open-apis/hire/v1/applications/:application_id/cancel_onboard,操作候选人取消入职。,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/application/cancel_onboard
更新员工状态,PATCH,/open-apis/hire/v1/employees/:employee_id,根据员工 ID 更新员工转正、离职状态。,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/employee/patch
通过投递 ID 获取入职信息,GET,/open-apis/hire/v1/employees/get_by_application,通过投递 ID 获取入职信息。,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/employee/get_by_application
通过员工 ID 获取入职信息,GET,/open-apis/hire/v1/employees/:employee_id,通过员工 ID 获取入职信息。,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/employee/get
批量获取待办事项,GET,/open-apis/hire/v1/todos,获取待办列表。,是,否,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/todo/list
获取简历评估任务列表,GET,/open-apis/hire/v1/evaluation_tasks,获取员工评估任务。,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/evaluation_task/list
获取笔试阅卷任务列表,GET,/open-apis/hire/v1/exam_marking_tasks,获取员工笔试阅卷任务。,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/exam_marking_task/list
获取面试任务列表,GET,/open-apis/hire/v1/interview_tasks,获取员工面试任务。,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/interview_task/list
创建备注,POST,/open-apis/hire/v1/notes,创建备注信息。,是,否,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/note/create
更新备注,PATCH,/open-apis/hire/v1/notes/:note_id,根据备注 ID 更新备注信息。,是,否,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/note/patch
获取备注,GET,/open-apis/hire/v1/notes/:note_id,根据备注 ID 获取备注信息。,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/note/get
获取备注列表,GET,/open-apis/hire/v1/notes,获取备注列表。,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/note/list
删除备注,DELETE,/open-apis/hire/v1/notes/:note_id,,是,否,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/note/delete
获取简历来源列表,GET,/open-apis/hire/v1/resume_sources,获取简历来源列表。,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/resume_source/list
创建账号自定义字段,POST,/open-apis/hire/v1/eco_account_custom_fields,定制用户在服务商处的身份标示字段（如用户在服务商处的租户 ID）。用户在飞书招聘后台添加帐号后，系统会推送「帐号绑定」事件给开发者，事件将携带用户填写的自定义字段信息，开发者可根据此信息识别飞书招聘用户在服务商处的身份信息，完成飞书招聘用户和服务商帐号的绑定，并以此来推送对应的套餐或试卷列表等。,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/eco_account_custom_field/create
更新账号自定义字段,PATCH,/open-apis/hire/v1/eco_account_custom_fields/batch_update,更新用户在服务商处的身份标示字段（如用户在服务商处的租户 ID），此方法只会更新同一 scope 内 key 一致的自定义字段。,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/eco_account_custom_field/batch_update
删除账号自定义字段,POST,/open-apis/hire/v1/eco_account_custom_fields/batch_delete,删除用户在服务商处的身份标示字段（如用户在服务商处的租户 ID）。删除后，不影响已添加帐号对应的自定义字段的值。但在添加新帐号时，将不能再使用此自定义字段。删除不支持撤销，对应的 key 将无法再次复用。,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/eco_account_custom_field/batch_delete
创建背调自定义字段,POST,/open-apis/hire/v1/eco_background_check_custom_fields,定制用户在发起背调时的自定义字段。,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/eco_background_check_custom_field/create
更新背调自定义字段,PATCH,/open-apis/hire/v1/eco_background_check_custom_fields/batch_update,更新用户在发起背调时的自定义字段。更新操作不支持更新自定义字段类型，且将影响已发起的背调表单展示。,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/eco_background_check_custom_field/batch_update
删除背调自定义字段,POST,/open-apis/hire/v1/eco_background_check_custom_fields/batch_delete,删除用户在发起背调时的自定义字段，删除不影响已创建的背调，删除后对应的自定义字段的 key 不能再复用。,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/eco_background_check_custom_field/batch_delete
创建背调套餐和附加调查项,POST,/open-apis/hire/v1/eco_background_check_packages,定制指定帐号可用的背调套餐和附加调查项信息。,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/eco_background_check_package/create
更新背调套餐和附加调查项,PATCH,/open-apis/hire/v1/eco_background_check_packages/batch_update,更新指定帐号可用的背调套餐和附加调查项信息，更新将影响已发起背调的表单项展示。,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/eco_background_check_package/batch_update
删除背调套餐和附加调查项,POST,/open-apis/hire/v1/eco_background_check_packages/batch_delete,删除指定帐号的指定背调套餐和附加调查项信息，删除不会影响已创建的背调。,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/eco_background_check_package/batch_delete
更新背调订单进度,POST,/open-apis/hire/v1/eco_background_checks/update_progress,更新指定背调的进度信息。,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/eco_background_check/update_progress
回传背调订单的最终结果,POST,/open-apis/hire/v1/eco_background_checks/update_result,回传背调订单的最终结果。,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/eco_background_check/update_result
终止背调订单,POST,/open-apis/hire/v1/eco_background_checks/cancel,终止背调订单。,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/eco_background_check/cancel
创建试卷列表,POST,/open-apis/hire/v1/eco_exam_papers,推送试卷列表。,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/eco_exam_paper/create
更新试卷列表,PATCH,/open-apis/hire/v1/eco_exam_papers/batch_update,更新试卷。,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/eco_exam_paper/batch_update
删除试卷列表,POST,/open-apis/hire/v1/eco_exam_papers/batch_delete,删除试卷。,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/eco_exam_paper/batch_delete
回传笔试安排结果,POST,/open-apis/hire/v1/eco_exams/:exam_id/login_info,回传笔试安排结果,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/eco_exam/login_info
回传笔试结果,POST,/open-apis/hire/v1/eco_exams/:exam_id/update_result,回传笔试结果,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/eco_exam/update_result
启用内推账户,POST,/open-apis/hire/v1/referral_account/enable,,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/referral_account/enable
查询内推账户,GET,/open-apis/hire/v1/referral_account/get_account_assets,,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/referral_account/get_account_assets
注册内推账户,POST,/open-apis/hire/v1/referral_account,,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/referral_account/create
停用内推账户,POST,/open-apis/hire/v1/referral_account/:referral_account_id/deactivate,,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/referral_account/deactivate
全额提取内推账户余额,POST,/open-apis/hire/v1/referral_account/:referral_account_id/withdraw,,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/referral_account/withdraw
内推账户提现数据对账,POST,/open-apis/hire/v1/referral_account/reconciliation,,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/referral_account/reconciliation
创建附件,POST,/open-apis/hire/v1/attachments,上传附件文件。,是,否,https://open.feishu.cn/document/ukTMukTMukTM/uIDN1YjLyQTN24iM0UjN/create_attachment
获取附件信息,GET,/open-apis/hire/v1/attachments/:attachment_id,获取招聘系统中附件的元信息，比如文件名、创建时间、文件 URL 等。,是,是,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/attachment/get
获取附件 PDF 格式下载链接,GET,/open-apis/hire/v1/attachments/:attachment_id/preview,根据附件 ID 获取附件预览信息。,是,否,https://open.feishu.cn/document/ukTMukTMukTM/uMzM1YjLzMTN24yMzUjN/hire-v1/attachment/preview
创建 OKR 周期,POST,/open-apis/okr/v1/periods,根据周期规则创建一个 OKR 周期。,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/okr-v1/period/create
修改 OKR 周期状态,PATCH,/open-apis/okr/v1/periods/:period_id,修改某个 OKR 周期的状态为「正常」、「失效」或「隐藏」，对租户所有人生效，请谨慎操作,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/okr-v1/period/patch
获取 OKR 周期列表,GET,/open-apis/okr/v1/periods,获取 OKR 周期列表。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/okr-v1/period/list
获取 OKR 周期规则,GET,/open-apis/okr/v1/period_rules,获取租户的周期规则列表。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/okr-v1/period_rule/list
获取用户的 OKR 列表,GET,/open-apis/okr/v1/users/:user_id/okrs,根据用户的 id 获取 OKR 列表。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/okr-v1/user-okr/list
批量获取 OKR,GET,/open-apis/okr/v1/okrs/batch_get,根据 OKR id 批量获取 OKR。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/okr-v1/okr/batch_get
创建 OKR 进展记录,POST,/open-apis/okr/v1/progress_records,创建 OKR 进展记录。,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/okr-v1/progress_record/create
删除 OKR 进展记录,DELETE,/open-apis/okr/v1/progress_records/:progress_id,根据 ID 删除 OKR 进展记录。,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/okr-v1/progress_record/delete
更新 OKR 进展记录,PUT,/open-apis/okr/v1/progress_records/:progress_id,根据 OKR 进展记录 ID 更新进展详情。,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/okr-v1/progress_record/update
获取 OKR 进展记录,GET,/open-apis/okr/v1/progress_records/:progress_id,根据 ID 获取 OKR 进展记录详情。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/okr-v1/progress_record/get
上传进展记录图片,POST,/open-apis/okr/v1/images/upload,上传进展记录图片。,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/okr-v1/image/upload
查询复盘信息,GET,/open-apis/okr/v1/reviews/query,根据周期和用户查询复盘信息。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/okr-v1/review/query
录入身份信息,POST,/open-apis/human_authentication/v1/identities,该接口用于录入实名认证的身份信息，在唤起有源活体认证前，需要使用该接口进行实名认证。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/human_authentication-v1/identity/create
上传人脸基准图片,POST,/open-apis/face_verify/v1/upload_face_image,无源人脸比对流程，开发者后台通过调用此接口将基准图片上传到飞书后台，做检测时的对比使用。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/human_authentication-v1/face/upload-facial-reference-image
裁剪人脸图片,POST,/open-apis/face_verify/v1/crop_face_image,无源人脸比对流程，开发者后台通过调用此接口对基准图片做规范校验及处理。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/human_authentication-v1/face/facial-image-cropping
查询人脸认证结果,GET,/open-apis/face_verify/v1/query_auth_result,无源人脸比对流程，开发者后台通过调用此接口请求飞书后台，对本次活体比对结果做校验。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/reference/human_authentication-v1/face/query-recognition-result
修改用户部分信息,PATCH,/open-apis/acs/v1/users/:user_id,飞书智能门禁在人脸识别成功后会有韦根信号输出，输出用户的卡号。 对于使用韦根协议的门禁系统，企业可使用该接口录入用户卡号。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/acs-v1/user/patch
获取单个用户信息,GET,/open-apis/acs/v1/users/:user_id,该接口用于获取智能门禁中单个用户的信息。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/acs-v1/user/get
获取用户列表,GET,/open-apis/acs/v1/users,使用该接口获取智能门禁中所有用户信息。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/acs-v1/user/list
上传人脸图片,PUT,/open-apis/acs/v1/users/:user_id/face,用户需要录入人脸图片才可以使用门禁考勤机。使用该 API 上传门禁用户的人脸图片。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/acs-v1/user-face/update
下载人脸图片,GET,/open-apis/acs/v1/users/:user_id/face,对于已经录入人脸图片的用户，可以使用该接口下载用户人脸图片。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/acs-v1/user-face/get
设备绑定权限组,POST,/open-apis/acs/v1/rule_external/device_bind,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/acs-v1/rule_external/device_bind
获取权限组信息,GET,/open-apis/acs/v1/rule_external,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/acs-v1/rule_external/get
删除权限组,DELETE,/open-apis/acs/v1/rule_external,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/acs-v1/rule_external/delete
创建或更新权限组,POST,/open-apis/acs/v1/rule_external,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/acs-v1/rule_external/create
删除访客,DELETE,/open-apis/acs/v1/visitors/:visitor_id,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/acs-v1/visitor/delete
添加访客,POST,/open-apis/acs/v1/visitors,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/acs-v1/visitor/create
获取门禁设备列表,GET,/open-apis/acs/v1/devices,使用该接口获取租户内所有门禁设备。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/acs-v1/device/list
获取门禁记录列表,GET,/open-apis/acs/v1/access_records,用户在门禁考勤机上成功开门或打卡后，智能门禁应用都会生成一条门禁记录。  该接口返回满足查询参数的识别记录。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/acs-v1/access_record/list
下载开门时的人脸识别图片,GET,/open-apis/acs/v1/access_records/:access_record_id/access_photo,用户在门禁考勤机上成功开门或打卡后，智能门禁应用都会生成一条门禁记录，对于使用人脸识别方式进行开门的识别记录，还会有抓拍图。  可以用该接口下载开门时的人脸识别照片。,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/acs-v1/access_record-access_photo/get
获取周期列表,GET,/open-apis/performance/v1/semesters,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/performance-v1/semester/list
获取项目列表,POST,/open-apis/performance/v2/activity/query,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/performance-v2/activity/query
批量查询补充信息,POST,/open-apis/performance/v2/additional_informations/query,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/performance-v2/additional_information/query
批量导入补充信息,POST,/open-apis/performance/v2/additional_informations/import,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/performance-v2/additional_information/import
批量删除补充信息,DELETE,/open-apis/performance/v2/additional_informations/batch,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/performance-v2/additional_informations-batch/delete
更新人员组成员,POST,/open-apis/performance/v2/user_group_user_rels/write,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/performance-v2/user_group_user_rel/write
获取被评估人信息,POST,/open-apis/performance/v2/reviewees/query,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/performance-v2/reviewee/query
获取绩效模板配置,POST,/open-apis/performance/v2/review_templates/query,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/performance-v2/review_template/query
获取评估项列表,POST,/open-apis/performance/v2/indicators/query,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/performance-v2/indicator/query
获取标签填写题配置,POST,/open-apis/performance/v2/questions/query,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/performance-v2/question/query
获取指标列表,POST,/open-apis/performance/v2/metric_libs/query,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/performance-v2/metric_lib/query
获取指标模板列表,POST,/open-apis/performance/v2/metric_templates/query,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/performance-v2/metric_template/query
获取指标字段列表,POST,/open-apis/performance/v2/metric_fields/query,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/performance-v2/metric_field/query
获取指标标签列表,GET,/open-apis/performance/v2/metric_tags,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/performance-v2/metric_tag/list
获取周期任务（指定用户）,POST,/open-apis/performance/v1/stage_tasks/find_by_user_list,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/performance-v1/stage_task/find_by_user_list
获取周期任务（全部用户）,POST,/open-apis/performance/v1/stage_tasks/find_by_page,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/performance-v1/stage_task/find_by_page
获取被评估人关键指标结果,POST,/open-apis/performance/v2/metric_details/query,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/performance-v2/metric_detail/query
录入被评估人关键指标数据,POST,/open-apis/performance/v2/metric_details/import,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/performance-v2/metric_detail/import
获取绩效结果,POST,/open-apis/performance/v1/review_datas/query,获取绩效结果,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/performance-v1/review_data/query
获取绩效详情数据,POST,/open-apis/performance/v2/review_datas/query,,是,是,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/performance-v2/review_data/query
创建草稿,POST,/open-apis/lingo/v1/drafts,,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/lingo-v1/draft/create
更新草稿,PUT,/open-apis/lingo/v1/drafts/:draft_id,,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/lingo-v1/draft/update
创建免审词条,POST,/open-apis/lingo/v1/entities,,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/lingo-v1/entity/create
更新免审词条,PUT,/open-apis/lingo/v1/entities/:entity_id,,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/lingo-v1/entity/update
删除免审词条,DELETE,/open-apis/lingo/v1/entities/:entity_id,,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/lingo-v1/entity/delete
获取词条详情,GET,/open-apis/lingo/v1/entities/:entity_id,,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/lingo-v1/entity/get
获取词条列表,GET,/open-apis/lingo/v1/entities,,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/lingo-v1/entity/list
精准搜索词条,POST,/open-apis/lingo/v1/entities/match,,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/lingo-v1/entity/match
模糊搜索词条,POST,/open-apis/lingo/v1/entities/search,,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/lingo-v1/entity/search
词条高亮,POST,/open-apis/lingo/v1/entities/highlight,,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/lingo-v1/entity/highlight
获取词典分类,GET,/open-apis/lingo/v1/classifications,,是,否,https://open.feishu.cn/document/uAjLw4CM/ukTMukTMukTM/lingo-v1/classification/list
